total_orders,avg_discount,success_rate,avg_order_gap,actual_churn,churn_probability,risk_level,customer_id,segment,clv_proxy
2,0.09,1.0,483.0,0,0.1529043714467385,Low Risk,27782,0,4.55
4,0.32,0.5,120.0,1,0.5276449370114498,Medium Risk,44098,3,4.76
5,0.176,1.0,175.25,0,0.2870825376855768,Low Risk,35642,1,12.360000000000001
2,0.355,1.0,652.0,0,0.043154532958321404,Low Risk,33266,0,5.16
4,0.27999999999999997,1.0,45.666666666666664,1,0.6836742045746811,Medium Risk,3707,1,6.4799999999999995
1,0.43,1.0,0.0,1,0.9496084671031013,High Risk,25688,3,2.2800000000000002
6,0.19833333333333333,0.5,101.2,1,0.2841202198978286,Low Risk,35209,2,12.826666666666666
6,0.4033333333333333,1.0,112.0,0,0.2782480287415047,Low Risk,34877,2,9.546666666666667
2,0.395,1.0,397.0,1,0.2751640683274314,Low Risk,30041,0,2.42
7,0.22714285714285715,1.0,60.833333333333336,1,0.24377416694286894,Low Risk,5711,2,11.592857142857143
7,0.21,1.0,87.0,0,0.20557429816248568,Low Risk,15491,2,15.8
3,0.2866666666666667,0.6666666666666666,79.5,1,0.7409111984193173,High Risk,14370,3,6.42
5,0.33599999999999997,1.0,141.5,0,0.351057939863101,Low Risk,49850,2,9.96
5,0.132,0.8,67.25,0,0.49250892922049555,Medium Risk,14031,2,13.02
3,0.11,1.0,258.5,0,0.39450399593203117,Low Risk,30845,1,8.9
3,0.37666666666666665,1.0,68.5,1,0.7647932987237087,High Risk,5129,3,4.986666666666666
5,0.236,0.8,46.5,0,0.5379298534793887,Medium Risk,36951,1,9.168
4,0.1875,1.0,154.66666666666666,0,0.4634800162842272,Medium Risk,26910,1,8.9375
4,0.1875,0.75,137.66666666666666,0,0.49343024952460607,Medium Risk,8985,1,4.875
5,0.27,0.6,137.0,0,0.350399788131411,Low Risk,29100,2,10.95
5,0.386,0.6,115.5,0,0.39459905284024765,Low Risk,45225,2,9.209999999999999
4,0.3125,1.0,102.0,1,0.5753322109399804,Medium Risk,44529,1,8.9375
3,0.10999999999999999,0.6666666666666666,315.5,0,0.2823559194828031,Low Risk,27247,0,7.12
4,0.335,1.0,211.66666666666666,0,0.35226087921714794,Low Risk,38453,1,8.645
3,0.33,0.6666666666666666,253.0,0,0.40307498347510823,Medium Risk,10831,0,5.359999999999999
2,0.16499999999999998,1.0,8.0,0,0.9051842934478139,High Risk,13405,3,5.845
5,0.298,1.0,79.75,0,0.4743682744542875,Medium Risk,11601,1,6.318
6,0.17166666666666666,0.8333333333333334,106.6,0,0.28040258516658034,Low Risk,4043,2,11.596666666666668
9,0.27222222222222225,0.8888888888888888,59.0,0,0.09080973029670178,Low Risk,32598,2,14.555555555555555
2,0.15,1.0,98.0,0,0.8182098048081742,High Risk,5605,1,3.4
2,0.33,0.5,301.0,1,0.4459839521553677,Medium Risk,19538,0,3.3499999999999996
6,0.24666666666666667,1.0,97.6,0,0.3001701898037393,Low Risk,49430,2,10.546666666666667
4,0.2775,0.75,144.0,0,0.4821593433595112,Medium Risk,16054,1,7.225
3,0.29,0.6666666666666666,63.0,0,0.7664932992026409,High Risk,320,1,8.52
8,0.22,1.0,79.42857142857143,0,0.13257299696682004,Low Risk,48232,2,18.72
3,0.14333333333333334,0.6666666666666666,230.5,1,0.4449739023451248,Medium Risk,29817,1,6.8533333333333335
1,0.1,1.0,0.0,0,0.948238129105008,High Risk,31023,1,2.7
6,0.17666666666666667,1.0,59.8,0,0.3688365925863797,Low Risk,18908,2,11.526666666666667
2,0.385,1.0,314.0,0,0.43114871101225993,Medium Risk,3340,0,3.69
4,0.195,0.25,106.66666666666667,1,0.5472239218209201,Medium Risk,16608,1,7.244999999999999
2,0.27,1.0,131.0,0,0.7754435257987738,High Risk,18222,1,2.92
4,0.3325,1.0,104.33333333333333,1,0.5709903005420853,Medium Risk,7178,1,7.342499999999999
6,0.27499999999999997,0.8333333333333334,96.0,0,0.3004403947408097,Low Risk,29015,2,15.225000000000001
3,0.3,1.0,153.5,0,0.6138731135640382,Medium Risk,31887,1,7.0
7,0.35428571428571426,0.8571428571428571,83.0,0,0.2110672688578788,Low Risk,5651,2,9.04
4,0.20750000000000002,1.0,92.0,1,0.5934026513464449,Medium Risk,9162,1,9.51
4,0.2825,0.75,143.66666666666666,1,0.4829605173471324,Medium Risk,8947,1,5.0225
4,0.295,1.0,153.33333333333334,0,0.4685393544883634,Medium Risk,22473,1,7.755000000000001
3,0.23666666666666666,1.0,332.5,0,0.26216055534957566,Low Risk,25617,0,6.1066666666666665
5,0.26,0.8,133.0,0,0.3618386216229034,Low Risk,32145,1,8.879999999999999
1,0.34,0.0,0.0,1,0.9448826176591061,High Risk,10106,3,2.6399999999999997
1,0.48,1.0,0.0,1,0.9498130740193175,High Risk,18491,3,2.08
3,0.22333333333333336,1.0,69.5,1,0.7609077290936915,High Risk,19521,3,3.883333333333333
5,0.156,1.0,126.25,0,0.3769249686234437,Low Risk,11832,1,11.815999999999999
7,0.2285714285714286,1.0,106.5,0,0.18051500915595942,Low Risk,45114,2,13.114285714285714
1,0.12,1.0,0.0,1,0.9483221734199366,High Risk,36378,3,2.64
6,0.12833333333333333,0.8333333333333334,92.0,1,0.3048292268703289,Low Risk,32628,2,13.946666666666667
5,0.082,0.8,84.75,0,0.45506882561888273,Medium Risk,26353,1,10.098
6,0.16666666666666666,1.0,142.2,0,0.22699944835741429,Low Risk,27395,2,15.833333333333334
6,0.3133333333333333,1.0,97.6,0,0.30137148043850603,Low Risk,25310,2,13.046666666666669
7,0.2914285714285714,1.0,67.83333333333333,0,0.2341590657304791,Low Risk,7994,2,11.337142857142858
6,0.27499999999999997,0.6666666666666666,75.0,0,0.335249680851376,Low Risk,32162,2,9.425
1,0.25,1.0,0.0,0,0.948865323993318,High Risk,10543,3,0.75
1,0.34,1.0,0.0,1,0.9492381827422165,High Risk,26206,3,1.3199999999999998
7,0.2414285714285714,0.8571428571428571,91.33333333333333,0,0.19818471527770257,Low Risk,17410,2,12.137142857142857
3,0.19999999999999998,0.6666666666666666,316.5,0,0.2822284220719022,Low Risk,17885,0,6.4
6,0.2833333333333333,0.6666666666666666,112.6,0,0.26944741531105093,Low Risk,26105,2,9.316666666666666
3,0.18000000000000002,1.0,208.5,0,0.49865207087026897,Medium Risk,18442,1,4.1
6,0.25166666666666665,1.0,76.8,0,0.3379205013786766,Low Risk,24566,1,7.4833333333333325
3,0.11666666666666665,1.0,219.0,1,0.47542124042462414,Medium Risk,31246,1,7.066666666666666
1,0.34,1.0,0.0,1,0.9492381827422165,High Risk,24739,3,1.3199999999999998
1,0.08,1.0,0.0,0,0.948153955580335,High Risk,36730,3,2.7600000000000002
6,0.18500000000000003,0.8333333333333334,47.0,1,0.39073488797466993,Low Risk,18227,2,10.594999999999999
5,0.262,0.6,168.25,0,0.293465672089131,Low Risk,40540,1,8.856
3,0.2833333333333333,1.0,53.5,1,0.7852036577863052,High Risk,47664,3,7.883333333333334
1,0.05,1.0,0.0,0,0.9480274526436715,High Risk,44158,3,3.8
5,0.138,0.8,77.25,1,0.4718153347364157,Medium Risk,33577,1,8.62
4,0.1825,0.75,88.0,0,0.5956904077127083,Medium Risk,15911,1,9.81
2,0.195,1.0,45.0,1,0.8754654213634668,High Risk,18380,3,4.0249999999999995
3,0.19999999999999998,0.6666666666666666,193.0,1,0.5241381531563215,Medium Risk,29997,1,8.0
4,0.2375,0.75,204.33333333333334,0,0.3593847447624562,Low Risk,28017,1,6.8625
3,0.14333333333333334,0.6666666666666666,249.5,0,0.4062545802038252,Medium Risk,7247,0,5.140000000000001
4,0.16749999999999998,1.0,158.0,1,0.4561489226858182,Medium Risk,11217,1,6.66
2,0.195,1.0,136.0,1,0.7669518470904096,High Risk,21974,1,6.4399999999999995
4,0.0625,0.75,171.0,0,0.42189228685159735,Medium Risk,15917,1,9.375
4,0.21250000000000002,0.75,59.333333333333336,1,0.6523097220869688,Medium Risk,12262,3,7.875
5,0.23399999999999999,0.6,103.25,1,0.4160834827820131,Medium Risk,24260,1,10.724
4,0.22749999999999998,0.75,97.33333333333333,0,0.5777516255105619,Medium Risk,21991,1,7.725
5,0.364,0.8,144.0,0,0.34293804711759823,Low Risk,11180,1,8.268
4,0.3325,1.0,164.0,0,0.44725638655049166,Medium Risk,15232,1,8.01
2,0.25,1.0,104.0,1,0.8119590462563616,High Risk,26407,3,2.25
3,0.16333333333333333,1.0,8.5,1,0.8404120910159114,High Risk,48060,3,6.693333333333333
5,0.22400000000000003,0.8,125.5,0,0.3756805485257964,Low Risk,46442,1,8.536
5,0.16399999999999998,0.8,115.75,1,0.3937101605597581,Low Risk,469,1,5.852
8,0.3275,0.875,89.0,0,0.12347965291966143,Low Risk,7254,2,12.7775
10,0.28700000000000003,0.7,59.333333333333336,0,0.05154822829383516,Low Risk,33927,2,19.250999999999998
4,0.2125,0.5,131.33333333333334,0,0.5017388147780372,Medium Risk,3403,1,10.237499999999999
3,0.23666666666666666,1.0,289.5,0,0.3371269495375344,Low Risk,41010,0,5.343333333333333
3,0.12000000000000001,0.6666666666666666,156.5,1,0.5972944675864926,Medium Risk,33148,1,5.28
3,0.18000000000000002,1.0,246.0,0,0.4211233331725425,Medium Risk,24183,1,9.02
5,0.312,0.8,107.25,0,0.4138268968569547,Medium Risk,33510,1,8.943999999999999
2,0.355,1.0,459.0,1,0.18405364286266482,Low Risk,47431,0,1.29
6,0.28,1.0,117.2,0,0.26754639427053584,Low Risk,19955,2,9.36
4,0.1525,1.0,147.33333333333334,0,0.47797050141971503,Medium Risk,43764,1,9.3225
4,0.1725,1.0,86.66666666666667,1,0.6033717551813474,Medium Risk,22708,3,6.62
5,0.162,1.0,107.0,1,0.4154329065421054,Medium Risk,24639,1,9.218
3,0.13333333333333333,0.6666666666666666,24.5,1,0.8170226409122816,High Risk,17104,3,3.466666666666667
4,0.14250000000000002,0.75,106.66666666666667,1,0.5568584919117094,Medium Risk,16150,3,6.859999999999999
3,0.26666666666666666,1.0,216.5,0,0.48383295521822656,Medium Risk,42477,1,4.4
3,0.2333333333333333,0.6666666666666666,309.0,0,0.29566559032173373,Low Risk,17012,0,5.366666666666667
6,0.23500000000000001,1.0,103.0,0,0.29058875490022557,Low Risk,42090,2,12.24
4,0.3125,0.75,183.66666666666666,0,0.401495590849914,Medium Risk,48617,1,7.5625
5,0.254,0.8,161.75,0,0.30838108197423636,Low Risk,9911,1,10.443999999999999
5,0.328,0.8,68.75,0,0.49357937092692433,Medium Risk,35362,1,7.3919999999999995
3,0.28,1.0,89.5,0,0.7302135078764772,High Risk,34920,1,2.88
6,0.245,0.8333333333333334,72.2,1,0.3431549375323819,Low Risk,41566,2,11.325
7,0.15142857142857144,0.8571428571428571,114.83333333333333,0,0.16778689939434888,Low Risk,46930,2,15.274285714285714
1,0.23,1.0,0.0,0,0.9487821153032868,High Risk,30725,3,3.08
5,0.186,0.8,151.5,0,0.3256262759991282,Low Risk,11865,1,8.954
8,0.32875,0.875,61.285714285714285,1,0.15076379180168076,Low Risk,30660,2,13.425
2,0.39,1.0,524.0,0,0.11626752411626186,Low Risk,34035,0,1.83
2,0.175,0.5,162.0,1,0.7169028476992769,High Risk,15405,3,4.125
4,0.275,0.75,121.0,0,0.5300204326772058,Medium Risk,18900,1,8.7
3,0.17666666666666667,1.0,182.5,0,0.5525991437934815,Medium Risk,35199,1,9.056666666666667
4,0.315,0.75,97.33333333333333,1,0.5795795010929203,Medium Risk,6140,1,2.74
2,0.365,1.0,316.0,0,0.4266430470667537,Medium Risk,22605,0,3.81
5,0.20600000000000002,0.6,124.75,1,0.37271340148347365,Low Risk,19173,1,11.91
3,0.4066666666666667,1.0,205.5,0,0.5097615232466348,Medium Risk,5288,1,4.153333333333332
4,0.165,1.0,198.0,0,0.3752653200499548,Low Risk,30253,1,9.184999999999999
3,0.11,1.0,110.0,1,0.6921432383376394,Medium Risk,42604,3,7.12
5,0.264,0.6,111.5,0,0.40008486742476856,Medium Risk,27710,1,7.359999999999999
4,0.19,0.75,138.33333333333334,0,0.49209398336805243,Medium Risk,2247,1,5.67
4,0.3625,1.0,210.66666666666666,0,0.3547054447816949,Low Risk,22646,1,4.4624999999999995
3,0.3466666666666667,0.6666666666666666,348.0,0,0.23440614503958357,Low Risk,28230,0,1.96
6,0.25,0.5,121.2,0,0.25227798887905234,Low Risk,4397,1,9.0
4,0.1575,1.0,154.0,1,0.46422359933013285,Medium Risk,18582,1,8.425
5,0.176,1.0,158.75,0,0.316051764627891,Low Risk,7575,1,7.416
6,0.255,1.0,107.0,0,0.2841079607336229,Low Risk,35689,2,12.665
5,0.076,1.0,141.75,0,0.3455281715710169,Low Risk,44727,1,11.088000000000001
3,0.19000000000000003,1.0,156.5,0,0.6056767794504317,Medium Risk,25429,1,7.289999999999999
7,0.20142857142857146,1.0,71.66666666666667,0,0.22711787794551416,Low Risk,3966,2,13.575714285714284
2,0.36,1.0,241.0,1,0.5816510410765404,Medium Risk,47576,0,3.2
5,0.286,0.8,96.25,1,0.435695930854094,Medium Risk,49390,1,9.282
4,0.34750000000000003,1.0,191.66666666666666,0,0.39144714774862355,Low Risk,11155,1,4.5675
10,0.229,1.0,58.111111111111114,0,0.053100197858236914,Low Risk,10755,2,21.588
3,0.3033333333333333,0.6666666666666666,211.0,1,0.4888395749037835,Medium Risk,43330,1,4.876666666666667
5,0.158,1.0,126.25,1,0.37696521427285107,Low Risk,13535,2,13.472
4,0.23500000000000001,0.75,156.0,0,0.4563311920723574,Medium Risk,46153,1,8.415000000000001
6,0.19333333333333336,1.0,93.8,0,0.3058988959452926,Low Risk,48346,2,12.1
5,0.184,0.6,92.25,0,0.4374765524039763,Medium Risk,36260,1,11.424000000000001
9,0.25,0.8888888888888888,59.0,0,0.0906526503229818,Low Risk,37084,2,20.25
2,0.29,0.5,215.0,1,0.6217428818237561,Medium Risk,21530,0,2.13
5,0.21200000000000002,0.8,117.75,0,0.390714074361742,Low Risk,17063,1,11.032
5,0.126,1.0,153.75,0,0.32419544750130985,Low Risk,2843,2,13.984
8,0.23125,0.875,91.14285714285714,0,0.12068036690144865,Low Risk,42380,2,14.606250000000001
4,0.255,0.75,138.33333333333334,0,0.4934860092156681,Medium Risk,31619,1,8.94
3,0.24333333333333332,1.0,155.5,1,0.6087559194372263,Medium Risk,24119,1,6.053333333333334
4,0.1625,1.0,99.33333333333333,1,0.5776246413031612,Medium Risk,34942,1,10.887500000000001
2,0.235,0.5,6.0,1,0.903385667586004,High Risk,6634,3,3.06
5,0.21400000000000002,1.0,121.25,0,0.38794742110854324,Low Risk,34412,2,11.790000000000001
3,0.19666666666666666,0.6666666666666666,217.0,0,0.4740653115010402,Medium Risk,42557,1,7.23
3,0.25333333333333335,0.6666666666666666,278.0,0,0.35257207134426377,Low Risk,47305,0,8.213333333333333
4,0.285,1.0,201.66666666666666,0,0.37051824550634516,Low Risk,34532,1,6.4350000000000005
5,0.308,1.0,149.5,0,0.3354770398558236,Low Risk,38313,1,9.687999999999999
4,0.10500000000000001,0.75,194.0,0,0.37678843501691006,Low Risk,7368,1,8.95
4,0.11750000000000001,0.75,109.66666666666667,0,0.5501454081833684,Medium Risk,47763,1,10.59
3,0.22,0.6666666666666666,47.0,1,0.7885265946654325,High Risk,32,3,5.46
6,0.2683333333333333,1.0,117.6,0,0.26669757565003216,Low Risk,22585,1,8.048333333333334
3,0.12666666666666668,0.3333333333333333,35.0,0,0.798859879480314,High Risk,19469,1,4.366666666666666
6,0.2816666666666667,1.0,135.0,0,0.23949928117906807,Low Risk,3855,2,10.056666666666665
2,0.38,1.0,266.0,1,0.5306499574615094,Medium Risk,3493,3,2.48
3,0.2233333333333333,0.6666666666666666,124.5,0,0.6614935493507368,Medium Risk,45037,1,7.7666666666666675
9,0.25222222222222224,1.0,75.25,0,0.08081102408521425,Low Risk,26011,2,20.19
3,0.31666666666666665,1.0,13.0,1,0.8371130259917536,High Risk,47546,3,4.1
7,0.27714285714285714,0.7142857142857143,85.83333333333333,0,0.2040514128542206,Low Risk,9135,2,13.734285714285715
3,0.3233333333333333,1.0,232.5,0,0.45182866435436325,Medium Risk,35047,0,4.736666666666667
4,0.225,1.0,180.0,0,0.4123104261979462,Medium Risk,48493,1,7.75
9,0.2466666666666667,0.8888888888888888,81.125,0,0.07652593332420257,Low Risk,26000,2,16.573333333333334
5,0.27799999999999997,1.0,160.75,0,0.3143375736686475,Low Risk,32454,1,5.776
3,0.09999999999999999,1.0,68.5,1,0.7605023897426454,High Risk,1953,3,5.4
2,0.345,0.5,380.0,1,0.2943122139169814,Low Risk,16290,0,1.965
4,0.32999999999999996,1.0,199.33333333333334,0,0.37597279745277623,Low Risk,5570,1,4.0200000000000005
7,0.2657142857142857,0.8571428571428571,61.0,1,0.2418432874081924,Low Risk,25281,2,13.217142857142857
5,0.198,0.6,138.5,0,0.3461598428834865,Low Risk,40708,1,10.426
1,0.47,1.0,0.0,1,0.9497722156854025,High Risk,22375,3,1.59
2,0.25,1.0,568.0,0,0.0826221427432867,Low Risk,47088,0,3.0
3,0.4033333333333333,1.0,218.5,1,0.482591498199953,Medium Risk,9038,0,2.9833333333333334
8,0.13625,0.875,82.85714285714286,0,0.12730115045156976,Low Risk,48158,2,19.0025
4,0.22999999999999998,0.75,219.0,0,0.3315890618729408,Low Risk,16621,1,3.85
4,0.21000000000000002,1.0,124.0,0,0.5278125735025231,Medium Risk,25077,1,7.11
2,0.19,1.0,45.0,1,0.8754187066872448,High Risk,21386,3,2.43
4,0.225,0.75,232.33333333333334,0,0.3073275870590547,Low Risk,45849,1,11.625
2,0.38,1.0,239.0,0,0.5861202643395323,Medium Risk,26389,0,3.1
2,0.25,1.0,147.0,1,0.7510359350634394,High Risk,13930,3,3.0
1,0.21,1.0,0.0,1,0.9486987785328302,High Risk,44301,3,3.16
3,0.3333333333333333,1.0,201.5,0,0.5165265089131853,Medium Risk,47385,1,4.666666666666667
2,0.405,1.0,282.0,0,0.4978616108805429,Medium Risk,36557,0,4.165
4,0.2725,1.0,96.0,1,0.5866798307322609,Medium Risk,36187,1,6.5475
2,0.025,1.0,374.0,1,0.3082216804598186,Low Risk,12898,0,5.85
5,0.256,0.6,164.0,0,0.3007607808042812,Low Risk,7718,1,7.4399999999999995
4,0.1525,0.75,56.0,1,0.6574314009154069,Medium Risk,1547,3,10.17
6,0.2833333333333333,1.0,71.0,0,0.3494434815256888,Low Risk,34910,2,9.316666666666666
9,0.2222222222222222,1.0,82.25,0,0.0763974251682109,Low Risk,33015,2,13.222222222222223
7,0.27,1.0,71.5,0,0.2283957343802422,Low Risk,24631,2,10.219999999999999
4,0.255,1.0,151.0,0,0.47253394558441947,Medium Risk,39603,1,5.96
1,0.37,1.0,0.0,1,0.9493618961302318,High Risk,33968,3,1.8900000000000001
2,0.22000000000000003,1.0,232.0,1,0.5969143825957653,Medium Risk,28958,3,2.34
6,0.27166666666666667,0.8333333333333334,120.4,0,0.2594176509302052,Low Risk,36265,2,13.11
4,0.315,1.0,84.0,1,0.6115863297851318,Medium Risk,44060,1,9.59
4,0.23,0.75,193.66666666666666,0,0.3799614432860227,Low Risk,29477,1,10.01
3,0.17,0.3333333333333333,245.5,0,0.40786541141668603,Medium Risk,16336,1,9.129999999999999
5,0.238,1.0,84.5,0,0.463222666808543,Medium Risk,35557,1,9.906
1,0.45,1.0,0.0,0,0.9496904044864405,High Risk,37337,3,0.55
3,0.2066666666666667,0.3333333333333333,285.0,0,0.3320099777666235,Low Risk,2683,0,6.346666666666667
2,0.33499999999999996,0.5,112.0,1,0.7957415680891525,High Risk,45889,3,2.66
4,0.2575,0.5,223.33333333333334,0,0.3194016426367702,Low Risk,41750,1,6.682499999999999
3,0.22666666666666666,1.0,188.5,0,0.5412605663250158,Medium Risk,35096,1,6.96
6,0.22833333333333336,0.8333333333333334,140.8,0,0.22743383130599984,Low Risk,42952,1,6.944999999999999
4,0.265,1.0,42.333333333333336,1,0.6893806872821583,Medium Risk,18464,3,5.88
3,0.24333333333333332,1.0,246.0,1,0.42244675132357584,Medium Risk,17416,1,7.566666666666667
3,0.36999999999999994,1.0,225.5,0,0.46732107567718795,Medium Risk,27696,0,3.1500000000000004
2,0.4,1.0,6.0,1,0.9082972806231361,High Risk,29998,3,3.5999999999999996
6,0.20333333333333334,0.8333333333333334,125.0,0,0.25101258876907084,Low Risk,21734,2,11.153333333333332
1,0.04,1.0,0.0,0,0.9479852202042915,High Risk,1690,3,1.92
5,0.13999999999999999,0.8,105.0,0,0.41480461159345594,Medium Risk,42962,1,5.16
2,0.12,1.0,591.0,0,0.06848396750540298,Low Risk,2821,0,4.4
1,0.04,1.0,0.0,0,0.9479852202042915,High Risk,5432,3,1.92
3,0.19999999999999998,1.0,157.5,1,0.6038880048337977,Medium Risk,6848,1,8.0
5,0.162,1.0,51.5,0,0.530300844045271,Medium Risk,43027,1,10.056
4,0.1875,0.75,203.33333333333334,0,0.3603192020062527,Low Risk,37534,1,4.875
7,0.20428571428571432,0.8571428571428571,73.16666666666667,0,0.22281431274309377,Low Risk,30515,2,14.322857142857142
6,0.28,0.8333333333333334,81.2,0,0.3270996150002071,Low Risk,25234,1,7.92
2,0.175,1.0,233.0,1,0.5939764405133987,Medium Risk,32047,0,4.949999999999999
3,0.21333333333333335,1.0,135.5,1,0.6471025034154999,Medium Risk,6692,3,4.72
3,0.043333333333333335,1.0,268.0,0,0.37440471207292414,Low Risk,8240,0,8.61
3,0.33,0.6666666666666666,331.0,0,0.26052635863855284,Low Risk,45356,0,6.699999999999999
6,0.25,0.8333333333333334,55.6,1,0.375103516910505,Low Risk,37221,2,15.0
6,0.25,0.8333333333333334,95.4,0,0.30104233039342054,Low Risk,35503,2,11.25
5,0.26199999999999996,0.6,68.5,0,0.4883426941369771,Medium Risk,24862,1,6.6419999999999995
2,0.29000000000000004,1.0,10.0,1,0.9046705829230438,High Risk,45053,3,2.13
2,0.425,0.5,8.0,1,0.9033505943980736,High Risk,29465,3,4.0249999999999995
6,0.2233333333333333,1.0,125.0,0,0.25407058780707015,Low Risk,8742,2,13.98
6,0.29,0.8333333333333334,89.4,0,0.3124116676256929,Low Risk,24740,2,13.489999999999998
1,0.08,0.0,0.0,1,0.9437108761789781,High Risk,12910,3,3.68
9,0.2411111111111111,1.0,76.875,0,0.079740080224523,Low Risk,24217,2,17.454444444444444
4,0.165,0.75,187.66666666666666,0,0.39049365661403246,Low Risk,1692,1,7.515
2,0.14500000000000002,1.0,618.0,0,0.05555271260841636,Low Risk,39152,0,5.13
4,0.0825,0.75,154.33333333333334,0,0.4565382639795999,Medium Risk,7446,1,5.505
1,0.06,1.0,0.0,1,0.9480696526715905,High Risk,13922,3,1.88
8,0.1975,1.0,81.14285714285714,0,0.13071815169576692,Low Risk,24165,2,20.0625
8,0.23375,1.0,72.85714285714286,1,0.1391449110057418,Low Risk,44136,2,13.02625
7,0.18571428571428572,0.7142857142857143,64.33333333333333,1,0.23331729869009996,Low Risk,14013,2,13.842857142857143
4,0.3175,1.0,85.66666666666667,0,0.6083301350635759,Medium Risk,17804,1,4.095
3,0.19000000000000003,0.3333333333333333,142.5,0,0.6196345242206428,Medium Risk,45624,1,6.4799999999999995
2,0.12000000000000001,0.5,113.0,1,0.7913573166461105,High Risk,47663,3,2.64
2,0.25,0.5,77.0,1,0.838149860844878,High Risk,14857,3,3.0
8,0.2975,1.0,79.0,0,0.13375208914881145,Low Risk,31253,2,11.9425
5,0.20400000000000001,0.4,104.75,1,0.40821790807403086,Medium Risk,29536,1,11.940000000000001
3,0.16,0.0,28.0,1,0.8039946511450018,High Risk,40121,3,2.52
3,0.15,0.6666666666666666,45.0,1,0.7903026028727536,High Risk,15303,3,5.95
6,0.2383333333333333,0.8333333333333334,124.2,0,0.2528352195787931,Low Risk,43300,2,9.901666666666667
4,0.2325,0.75,81.66666666666667,1,0.6093659829619771,Medium Risk,5295,3,5.3725
4,0.20500000000000002,1.0,167.0,0,0.4383876326877867,Medium Risk,25091,1,5.5649999999999995
6,0.25333333333333335,1.0,115.2,0,0.27037700235381157,Low Risk,32023,2,11.2
1,0.32,1.0,0.0,1,0.9491555482735796,High Risk,39558,3,0.6799999999999999
2,0.255,0.5,86.0,1,0.8277678133990567,High Risk,41117,3,3.725
5,0.308,1.0,122.5,0,0.38738442019310165,Low Risk,24201,2,9.687999999999999
3,0.13,1.0,276.5,0,0.35966104196084075,Low Risk,230,0,6.96
1,0.27,1.0,0.0,1,0.9489484047760787,High Risk,45082,3,2.92
3,0.16666666666666666,1.0,196.0,1,0.5244113712568134,Medium Risk,26426,1,8.333333333333334
3,0.3866666666666667,0.6666666666666666,115.0,1,0.6820453118225123,Medium Risk,14420,3,3.0666666666666664
7,0.15142857142857144,0.8571428571428571,76.33333333333333,0,0.2175023501160176,Low Risk,27819,2,15.274285714285714
2,0.2,1.0,279.0,1,0.4997258860040321,Medium Risk,20677,0,5.6000000000000005
5,0.324,1.0,145.0,0,0.34420465032997366,Low Risk,12279,1,8.787999999999998
1,0.01,1.0,0.0,1,0.9478583281989889,High Risk,29691,3,2.9699999999999998
4,0.2,0.75,87.0,1,0.5980580585861903,Medium Risk,37994,3,4.800000000000001
5,0.22999999999999998,0.8,109.5,0,0.40758460440365435,Medium Risk,5519,1,10.01
4,0.2275,0.75,101.0,1,0.5702737690431738,Medium Risk,7018,1,6.18
2,0.26,1.0,322.0,1,0.4122671880318479,Medium Risk,45199,0,2.96
5,0.188,0.8,128.5,1,0.36911175653031586,Low Risk,10788,1,9.744
3,0.3333333333333333,1.0,169.0,0,0.5835100069930611,Medium Risk,15690,1,7.333333333333334
1,0.47,1.0,0.0,1,0.9497722156854025,High Risk,3190,3,0.53
1,0.4,1.0,0.0,1,0.949485324057011,High Risk,25707,3,2.4
3,0.31333333333333335,1.0,73.0,1,0.7569779219139257,High Risk,20619,3,6.18
3,0.26666666666666666,1.0,205.5,1,0.506763516129543,Medium Risk,16233,1,5.133333333333334
4,0.155,0.75,179.33333333333334,0,0.4069497165733173,Medium Risk,27326,1,9.295
5,0.16799999999999998,0.6,111.75,0,0.3976127357182381,Low Risk,21342,1,9.152000000000001
6,0.3333333333333333,0.6666666666666666,116.6,0,0.26376199997217664,Low Risk,241,2,12.000000000000002
3,0.14333333333333334,0.6666666666666666,194.5,0,0.5198050301694062,Medium Risk,43982,1,6.8533333333333335
3,0.18333333333333335,1.0,58.0,0,0.7773261807398132,High Risk,35744,1,5.716666666666667
6,0.31,0.8333333333333334,121.6,0,0.2581278756775838,Low Risk,7838,2,12.419999999999998
6,0.22666666666666666,1.0,88.4,0,0.31616167854134986,Low Risk,4545,2,12.373333333333333
3,0.30666666666666664,1.0,226.0,0,0.4649329023763354,Medium Risk,39435,0,4.16
6,0.18666666666666668,0.5,113.4,0,0.263691457251709,Low Risk,4833,1,9.76
3,0.2866666666666667,1.0,156.5,1,0.6076531670084396,Medium Risk,33231,3,4.993333333333334
5,0.414,1.0,86.75,0,0.46230616277680936,Medium Risk,43687,1,4.688000000000001
2,0.185,1.0,39.0,1,0.880729754675463,High Risk,35009,3,3.26
6,0.3,1.0,99.0,0,0.29867932477560527,Low Risk,6983,2,14.0
4,0.18000000000000002,0.75,188.33333333333334,0,0.38947660677116425,Low Risk,11602,1,5.739999999999999
4,0.405,0.75,160.66666666666666,1,0.4502951175526507,Medium Risk,20307,1,7.734999999999999
4,0.3375,0.75,58.333333333333336,1,0.6566178259233789,Medium Risk,11817,1,4.6375
6,0.18500000000000003,1.0,111.8,0,0.27483913593810033,Low Risk,31761,2,13.04
5,0.192,0.6,104.5,1,0.41268021928169096,Medium Risk,18086,1,9.696000000000002
4,0.31,0.75,61.0,0,0.6510505742959576,Medium Risk,32470,1,6.8999999999999995
